"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2019","Median","Total","Part-Time","Total","Scotland","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2019","Median","Total","Part-Time","Total","Scotland","Elementary occupations","Total",NA,NA,"7740","reasonably precise"
"2019","Median","Total","Part-Time","Total","Northern Ireland","Total","Total",NA,NA,"10563","Total"
"2019","Median","Male","Full-Time","Total","","Managers, directors and senior officials","Total",NA,NA,"49001","Total"
"2019","Median","Male","Full-Time","Total","","Professional occupations","Total",NA,NA,"42984","Total"
"2019","Median","Male","Full-Time","Total","","Associate professional and technical occupations","Total",NA,NA,"36000","Total"
"2019","Median","Male","Full-Time","Total","","Administrative and secretarial occupations","Total",NA,NA,"25569","Total"
"2019","Median","Male","Full-Time","Total","","Skilled trades occupations","Total",NA,NA,"28901","Total"
"2019","Median","Male","Full-Time","Total","","Caring, leisure and other service occupations","Total",NA,NA,"21951","Total"
"2019","Median","Male","Full-Time","Total","","Sales and customer service occupations","Total",NA,NA,"21604","Total"
"2019","Median","Male","Full-Time","Total","","Process, plant and machine operatives","Total",NA,NA,"26619","Total"
"2019","Median","Male","Full-Time","Total","","Elementary occupations","Total",NA,NA,"22000","Total"
"2019","Median","Male","Full-Time","Total","North East","Total","Total",NA,NA,"29197","Total"
"2019","Median","Male","Full-Time","Total","North East","Managers, directors and senior officials","Total",NA,NA,"41822","acceptable"
"2019","Median","Male","Full-Time","Total","North East","Professional occupations","Total",NA,NA,"39215","Total"
"2019","Median","Male","Full-Time","Total","North East","Associate professional and technical occupations","Total",NA,NA,"31688","Total"
"2019","Median","Male","Full-Time","Total","North East","Administrative and secretarial occupations","Total",NA,NA,"23044","reasonably precise"
"2019","Median","Male","Full-Time","Total","North East","Skilled trades occupations","Total",NA,NA,"28623","Total"
"2019","Median","Male","Full-Time","Total","North East","Caring, leisure and other service occupations","Total",NA,NA,"21658","reasonably precise"
"2019","Median","Male","Full-Time","Total","North East","Sales and customer service occupations","Total",NA,NA,"21000","Total"
"2019","Median","Male","Full-Time","Total","North East","Process, plant and machine operatives","Total",NA,NA,"25306","Total"
"2019","Median","Male","Full-Time","Total","North East","Elementary occupations","Total",NA,NA,"22114","reasonably precise"
"2019","Median","Male","Full-Time","Total","North West","Total","Total",NA,NA,"30584","Total"
"2019","Median","Male","Full-Time","Total","North West","Managers, directors and senior officials","Total",NA,NA,"42523","Total"
"2019","Median","Male","Full-Time","Total","North West","Professional occupations","Total",NA,NA,"40559","Total"
"2019","Median","Male","Full-Time","Total","North West","Associate professional and technical occupations","Total",NA,NA,"34311","Total"
"2019","Median","Male","Full-Time","Total","North West","Administrative and secretarial occupations","Total",NA,NA,"23195","Total"
"2019","Median","Male","Full-Time","Total","North West","Skilled trades occupations","Total",NA,NA,"27753","Total"
"2019","Median","Male","Full-Time","Total","North West","Caring, leisure and other service occupations","Total",NA,NA,"21207","Total"
"2019","Median","Male","Full-Time","Total","North West","Sales and customer service occupations","Total",NA,NA,"20826","Total"
"2019","Median","Male","Full-Time","Total","North West","Process, plant and machine operatives","Total",NA,NA,"25723","Total"
"2019","Median","Male","Full-Time","Total","North West","Elementary occupations","Total",NA,NA,"21420","Total"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Total","Total",NA,NA,"30140","Total"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Managers, directors and senior officials","Total",NA,NA,"42099","reasonably precise"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Professional occupations","Total",NA,NA,"40236","Total"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Associate professional and technical occupations","Total",NA,NA,"32530","reasonably precise"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Administrative and secretarial occupations","Total",NA,NA,"24381","Total"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Skilled trades occupations","Total",NA,NA,"28904","Total"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Caring, leisure and other service occupations","Total",NA,NA,"20799","reasonably precise"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Sales and customer service occupations","Total",NA,NA,"20917","Total"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Process, plant and machine operatives","Total",NA,NA,"25847","reasonably precise"
"2019","Median","Male","Full-Time","Total","Yorkshire and The Humber","Elementary occupations","Total",NA,NA,"21477","Total"
"2019","Median","Male","Full-Time","Total","East Midlands","Total","Total",NA,NA,"30546","Total"
"2019","Median","Male","Full-Time","Total","East Midlands","Managers, directors and senior officials","Total",NA,NA,"42603","reasonably precise"
"2019","Median","Male","Full-Time","Total","East Midlands","Professional occupations","Total",NA,NA,"40081","Total"
"2019","Median","Male","Full-Time","Total","East Midlands","Associate professional and technical occupations","Total",NA,NA,"33492","Total"
"2019","Median","Male","Full-Time","Total","East Midlands","Administrative and secretarial occupations","Total",NA,NA,"24565","Total"
"2019","Median","Male","Full-Time","Total","East Midlands","Skilled trades occupations","Total",NA,NA,"28992","Total"
"2019","Median","Male","Full-Time","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"20651","reasonably precise"
"2019","Median","Male","Full-Time","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"21135","reasonably precise"
"2019","Median","Male","Full-Time","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,"26049","Total"
"2019","Median","Male","Full-Time","Total","East Midlands","Elementary occupations","Total",NA,NA,"21747","Total"
"2019","Median","Male","Full-Time","Total","West Midlands","Total","Total",NA,NA,"31310","Total"
"2019","Median","Male","Full-Time","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"45834","reasonably precise"
"2019","Median","Male","Full-Time","Total","West Midlands","Professional occupations","Total",NA,NA,"41251","Total"
"2019","Median","Male","Full-Time","Total","West Midlands","Associate professional and technical occupations","Total",NA,NA,"35493","Total"
"2019","Median","Male","Full-Time","Total","West Midlands","Administrative and secretarial occupations","Total",NA,NA,"24719","reasonably precise"
"2019","Median","Male","Full-Time","Total","West Midlands","Skilled trades occupations","Total",NA,NA,"28483","Total"
"2019","Median","Male","Full-Time","Total","West Midlands","Caring, leisure and other service occupations","Total",NA,NA,"22110","Total"
"2019","Median","Male","Full-Time","Total","West Midlands","Sales and customer service occupations","Total",NA,NA,"21449","Total"
"2019","Median","Male","Full-Time","Total","West Midlands","Process, plant and machine operatives","Total",NA,NA,"25687","Total"
"2019","Median","Male","Full-Time","Total","West Midlands","Elementary occupations","Total",NA,NA,"21230","Total"
"2019","Median","Male","Full-Time","Total","East","Total","Total",NA,NA,"32919","Total"
"2019","Median","Male","Full-Time","Total","East","Managers, directors and senior officials","Total",NA,NA,"47365","reasonably precise"
"2019","Median","Male","Full-Time","Total","East","Professional occupations","Total",NA,NA,"43734","Total"
"2019","Median","Male","Full-Time","Total","East","Associate professional and technical occupations","Total",NA,NA,"35555","Total"
"2019","Median","Male","Full-Time","Total","East","Administrative and secretarial occupations","Total",NA,NA,"26871","Total"
"2019","Median","Male","Full-Time","Total","East","Skilled trades occupations","Total",NA,NA,"30000","Total"
"2019","Median","Male","Full-Time","Total","East","Caring, leisure and other service occupations","Total",NA,NA,"21824","reasonably precise"
"2019","Median","Male","Full-Time","Total","East","Sales and customer service occupations","Total",NA,NA,"22510","Total"
"2019","Median","Male","Full-Time","Total","East","Process, plant and machine operatives","Total",NA,NA,"27707","Total"
"2019","Median","Male","Full-Time","Total","East","Elementary occupations","Total",NA,NA,"22591","Total"
"2019","Median","Male","Full-Time","Total","London","Total","Total",NA,NA,"43000","Total"
"2019","Median","Male","Full-Time","Total","London","Managers, directors and senior officials","Total",NA,NA,"70000","Total"
"2019","Median","Male","Full-Time","Total","London","Professional occupations","Total",NA,NA,"49920","Total"
"2019","Median","Male","Full-Time","Total","London","Associate professional and technical occupations","Total",NA,NA,"41619","Total"
"2019","Median","Male","Full-Time","Total","London","Administrative and secretarial occupations","Total",NA,NA,"31459","Total"
"2019","Median","Male","Full-Time","Total","London","Skilled trades occupations","Total",NA,NA,"30683","Total"
"2019","Median","Male","Full-Time","Total","London","Caring, leisure and other service occupations","Total",NA,NA,"24548","reasonably precise"
"2019","Median","Male","Full-Time","Total","London","Sales and customer service occupations","Total",NA,NA,"24462","Total"
"2019","Median","Male","Full-Time","Total","London","Process, plant and machine operatives","Total",NA,NA,"33409","Total"
"2019","Median","Male","Full-Time","Total","London","Elementary occupations","Total",NA,NA,"23902","Total"
"2019","Median","Male","Full-Time","Total","South East","Total","Total",NA,NA,"35000","Total"
"2019","Median","Male","Full-Time","Total","South East","Managers, directors and senior officials","Total",NA,NA,"47937","Total"
"2019","Median","Male","Full-Time","Total","South East","Professional occupations","Total",NA,NA,"44407","Total"
"2019","Median","Male","Full-Time","Total","South East","Associate professional and technical occupations","Total",NA,NA,"39257","Total"
"2019","Median","Male","Full-Time","Total","South East","Administrative and secretarial occupations","Total",NA,NA,"27796","Total"
"2019","Median","Male","Full-Time","Total","South East","Skilled trades occupations","Total",NA,NA,"29853","Total"
"2019","Median","Male","Full-Time","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"22097","reasonably precise"
